cid,status,smiles,pLDDT,pTM,ipTM,ipTM_best,lig_iptm,confidence,confidence_best,affinity_log_kd_uM,affinity_kd_uM,affinity_pkd,affinity_prob_binder,elapsed_s,n_pdbs,n_models,pred_dir
FM001452_analog_0091,ok,Nc1ccc(C2CCNCC2)c(OCc2ccccc2)c1,0.9001,0.9178,0.8035,0.8035,0.8035,0.8808,0.8808,0.787,6.127,5.213,0.2396,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0091/boltz_results_FM001452_analog_0091/predictions/FM001452_analog_0091
FM001452_analog_0106,ok,CNC(=O)c1ccccc1COc1cccc(N)c1,0.8887,0.9352,0.7932,0.7932,0.7932,0.8696,0.8696,1.282,19.153,4.718,0.2776,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0106/boltz_results_FM001452_analog_0106/predictions/FM001452_analog_0106
FM001452_analog_0117,ok,Nc1cccc(OCc2ccccc2-c2ccoc2)c1,0.8756,0.8664,0.498,0.5081,0.498,0.8001,0.8001,1.081,12.054,4.919,0.3761,79.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0117/boltz_results_FM001452_analog_0117/predictions/FM001452_analog_0117
FM001452_analog_0121,ok,Nc1cccc(OCc2ccccc2C2CCOCC2)c1,0.9198,0.9081,0.8423,0.8423,0.8423,0.9043,0.9043,1.07,11.746,4.93,0.2636,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0121/boltz_results_FM001452_analog_0121/predictions/FM001452_analog_0121
FM001452_analog_0178,ok,CN1CCC(c2ccc(COc3cccc(N)c3)cc2)CC1,0.8888,0.8666,0.6117,0.6117,0.6117,0.8334,0.8334,0.85,7.073,5.15,0.3881,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0178/boltz_results_FM001452_analog_0178/predictions/FM001452_analog_0178
FM001452_analog_0073,ok,Nc1ccc(S(N)(=O)=O)c(OCc2ccccc2)c1,0.8901,0.9316,0.8807,0.8807,0.8807,0.8882,0.8882,0.448,2.804,5.552,0.3877,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0073/boltz_results_FM001452_analog_0073/predictions/FM001452_analog_0073
FM001452_analog_0199,ok,Nc1cccc(OCc2ccccc2)c1-c1ccccn1,0.8903,0.9203,0.7996,0.7996,0.7996,0.8722,0.8722,1.61,40.726,4.39,0.4699,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0199/boltz_results_FM001452_analog_0199/predictions/FM001452_analog_0199
FM001452_analog_0177,ok,Nc1cccc(OCc2ccc(C3CCOCC3)cc2)c1,0.8756,0.8861,0.6532,0.6532,0.6532,0.8312,0.8312,1.372,23.545,4.628,0.5491,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0177/boltz_results_FM001452_analog_0177/predictions/FM001452_analog_0177
FM001452_analog_0063,ok,Nc1cc(OCc2ccccc2)cc(C2CCNCC2)c1,0.8629,0.9098,0.7579,0.7579,0.7579,0.8419,0.8419,1.315,20.676,4.685,0.2991,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0063/boltz_results_FM001452_analog_0063/predictions/FM001452_analog_0063
FM001452_analog_0064,ok,Nc1cc(OCc2ccccc2)cc(C2CCOCC2)c1,0.878,0.9095,0.7418,0.7523,0.7418,0.8507,0.8507,1.361,22.964,4.639,0.2888,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0064/boltz_results_FM001452_analog_0064/predictions/FM001452_analog_0064
FM001452_analog_0079,ok,N#Cc1ccc(N)cc1OCc1ccccc1,0.9042,0.9325,0.8586,0.8586,0.8586,0.8951,0.8951,1.047,11.145,4.953,0.5073,80.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0079/boltz_results_FM001452_analog_0079/predictions/FM001452_analog_0079
FM001452_analog_0186,ok,Nc1cccc(OCc2ccccc2)c1S(N)(=O)=O,0.8807,0.9178,0.7385,0.7385,0.7385,0.8522,0.8522,0.749,5.616,5.251,0.3909,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0186/boltz_results_FM001452_analog_0186/predictions/FM001452_analog_0186
FM001452_analog_0187,ok,NC(=O)c1c(N)cccc1OCc1ccccc1,0.8903,0.9322,0.8085,0.8085,0.8085,0.8739,0.8739,0.878,7.559,5.122,0.5896,80.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0187/boltz_results_FM001452_analog_0187/predictions/FM001452_analog_0187
FM001452_analog_0119,ok,Nc1cccc(OCc2ccccc2C2CCCCC2)c1,0.8729,0.9157,0.8062,0.8062,0.8062,0.8595,0.8595,1.275,18.838,4.725,0.5153,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0119/boltz_results_FM001452_analog_0119/predictions/FM001452_analog_0119
FM001452_analog_0003,ok,Nc1cccc(SCc2ccccc2)c1,0.9117,0.9212,0.7302,0.7302,0.7302,0.8754,0.8754,1.185,15.304,4.815,0.3988,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0003/boltz_results_FM001452_analog_0003/predictions/FM001452_analog_0003
FM001452_analog_0173,ok,Nc1cccc(OCc2ccc(-c3ccoc3)cc2)c1,0.8763,0.9098,0.6819,0.6819,0.6819,0.8374,0.8374,1.514,32.647,4.486,0.4733,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0173/boltz_results_FM001452_analog_0173/predictions/FM001452_analog_0173
FM001452_analog_0175,ok,Nc1cccc(OCc2ccc(C3CCCCC3)cc2)c1,0.8926,0.9031,0.7656,0.7656,0.7656,0.8672,0.8672,1.223,16.71,4.777,0.6785,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0175/boltz_results_FM001452_analog_0175/predictions/FM001452_analog_0175
FM001452_analog_0081,ok,Nc1ccc(CO)c(OCc2ccccc2)c1,0.8957,0.9172,0.743,0.743,0.743,0.8652,0.8652,0.841,6.927,5.159,0.3861,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0081/boltz_results_FM001452_analog_0081/predictions/FM001452_analog_0081
FM001452_analog_0184,ok,Nc1cccc(OCc2ccccc2)c1C(F)(F)F,0.8985,0.9188,0.7095,0.7191,0.7095,0.8607,0.8607,1.873,74.645,4.127,0.3272,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0184/boltz_results_FM001452_analog_0184/predictions/FM001452_analog_0184
FM001452_analog_0191,ok,N#Cc1c(N)cccc1OCc1ccccc1,0.8961,0.9263,0.7714,0.7714,0.7714,0.8712,0.8712,1.106,12.762,4.894,0.5404,81.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0191/boltz_results_FM001452_analog_0191/predictions/FM001452_analog_0191
FM001452_analog_0060,ok,Nc1cc(OCc2ccccc2)cc(-c2ccoc2)c1,0.8739,0.9194,0.7824,0.7824,0.7824,0.8556,0.8556,1.06,11.475,4.94,0.4695,79.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0060/boltz_results_FM001452_analog_0060/predictions/FM001452_analog_0060
FM001452_analog_0061,ok,Nc1cc(OCc2ccccc2)cc(-c2ccsc2)c1,0.872,0.8956,0.701,0.701,0.701,0.8378,0.8378,1.365,23.168,4.635,0.4582,80.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0061/boltz_results_FM001452_analog_0061/predictions/FM001452_analog_0061
FM001452_analog_0062,ok,Nc1cc(OCc2ccccc2)cc(C2CCCCC2)c1,0.8773,0.9011,0.6636,0.6705,0.6636,0.8345,0.8345,1.62,41.657,4.38,0.5539,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0062/boltz_results_FM001452_analog_0062/predictions/FM001452_analog_0062
FM001452_analog_0075,ok,CN(C)Cc1ccc(N)cc1OCc1ccccc1,0.874,0.9049,0.7359,0.7361,0.7359,0.8464,0.8464,1.152,14.179,4.848,0.2316,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0075/boltz_results_FM001452_analog_0075/predictions/FM001452_analog_0075
FM001452_analog_0078,ok,CNC(=O)c1ccc(N)cc1OCc1ccccc1,0.9029,0.9257,0.8981,0.8981,0.8981,0.9019,0.9019,0.883,7.645,5.117,0.3893,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0078/boltz_results_FM001452_analog_0078/predictions/FM001452_analog_0078
FM001452_analog_0163,ok,CNC(=O)c1ccc(COc2cccc(N)c2)cc1,0.8943,0.9207,0.7207,0.7207,0.7207,0.8596,0.8596,1.018,10.432,4.982,0.4214,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0163/boltz_results_FM001452_analog_0163/predictions/FM001452_analog_0163
FM001452_analog_0085,ok,NCc1ccc(N)cc1OCc1ccccc1,0.8928,0.9213,0.7421,0.7452,0.7421,0.8626,0.8626,1.115,13.024,4.885,0.2732,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0085/boltz_results_FM001452_analog_0085/predictions/FM001452_analog_0085
FM001452_analog_0071,ok,Nc1ccc(C(F)(F)F)c(OCc2ccccc2)c1,0.8986,0.9254,0.7586,0.7586,0.7586,0.8706,0.8706,1.73,53.747,4.27,0.3943,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0071/boltz_results_FM001452_analog_0071/predictions/FM001452_analog_0071
FM001452_analog_0074,ok,NC(=O)c1ccc(N)cc1OCc1ccccc1,0.8956,0.9122,0.8203,0.8203,0.8203,0.8805,0.8805,0.971,9.359,5.029,0.4935,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0074/boltz_results_FM001452_analog_0074/predictions/FM001452_analog_0074
FM001452_analog_0193,ok,Nc1cccc(OCc2ccccc2)c1CO,0.9027,0.9254,0.8385,0.872,0.8385,0.8898,0.8898,0.926,8.433,5.074,0.5204,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0193/boltz_results_FM001452_analog_0193/predictions/FM001452_analog_0193
FM001452_analog_0101,ok,Nc1cccc(OCc2ccccc2S(N)(=O)=O)c1,0.8815,0.9124,0.7856,0.7856,0.7856,0.8623,0.8623,0.594,3.922,5.406,0.2634,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0101/boltz_results_FM001452_analog_0101/predictions/FM001452_analog_0101
FM001452_analog_0102,ok,NC(=O)c1ccccc1COc1cccc(N)c1,0.8866,0.9173,0.7891,0.7891,0.7891,0.8671,0.8671,1.261,18.25,4.739,0.3654,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0102/boltz_results_FM001452_analog_0102/predictions/FM001452_analog_0102
FM001452_analog_0059,ok,Nc1cc(OCc2ccccc2)cc(-c2ccccn2)c1,0.8831,0.9194,0.7797,0.7797,0.7797,0.8624,0.8624,0.881,7.598,5.119,0.5075,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0059/boltz_results_FM001452_analog_0059/predictions/FM001452_analog_0059
FM001452_analog_0080,ok,Nc1ccc(OCCO)c(OCc2ccccc2)c1,0.8843,0.9229,0.8032,0.8032,0.8032,0.8681,0.8681,0.64,4.364,5.36,0.3752,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0080/boltz_results_FM001452_analog_0080/predictions/FM001452_analog_0080
FM001452_analog_0083,ok,CCCc1ccc(N)cc1OCc1ccccc1,0.884,0.9146,0.7897,0.7897,0.7897,0.8652,0.8652,1.601,39.893,4.399,0.4794,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0083/boltz_results_FM001452_analog_0083/predictions/FM001452_analog_0083
FM001452_analog_0188,ok,CN(C)Cc1c(N)cccc1OCc1ccccc1,0.8825,0.916,0.7656,0.7656,0.7656,0.8591,0.8591,1.486,30.585,4.514,0.3145,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0188/boltz_results_FM001452_analog_0188/predictions/FM001452_analog_0188
FM001452_analog_0192,ok,Nc1cccc(OCc2ccccc2)c1OCCO,0.8825,0.9248,0.7708,0.7899,0.7708,0.8602,0.8602,0.79,6.169,5.21,0.479,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0192/boltz_results_FM001452_analog_0192/predictions/FM001452_analog_0192
FM001452_analog_0150,ok,Nc1cccc(OCc2cccc(C3CCOCC3)c2)c1,0.8949,0.9132,0.7787,0.79,0.7787,0.8717,0.8717,1.206,16.057,4.794,0.4049,82.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0150/boltz_results_FM001452_analog_0150/predictions/FM001452_analog_0150
FM001452_analog_0066,ok,Nc1ccc(F)c(OCc2ccccc2)c1,0.9147,0.9286,0.7636,0.771,0.7636,0.8845,0.8845,1.434,27.159,4.566,0.4352,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0066/boltz_results_FM001452_analog_0066/predictions/FM001452_analog_0066
FM001452_analog_0067,ok,Nc1ccc(Cl)c(OCc2ccccc2)c1,0.9131,0.922,0.7338,0.7338,0.7338,0.8773,0.8773,1.548,35.336,4.452,0.4969,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0067/boltz_results_FM001452_analog_0067/predictions/FM001452_analog_0067
FM001452_analog_0197,ok,NCc1c(N)cccc1OCc1ccccc1,0.8949,0.9229,0.8309,0.8309,0.8309,0.8821,0.8821,1.346,22.163,4.654,0.3925,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0197/boltz_results_FM001452_analog_0197/predictions/FM001452_analog_0197
FM001452_analog_0160,ok,NC(=O)c1ccc(COc2cccc(N)c2)cc1,0.886,0.9134,0.695,0.695,0.695,0.8478,0.8478,0.782,6.06,5.218,0.435,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0160/boltz_results_FM001452_analog_0160/predictions/FM001452_analog_0160
FM001452_analog_0099,ok,Nc1cccc(OCc2ccccc2C(F)(F)F)c1,0.889,0.9203,0.7245,0.7245,0.7245,0.8561,0.8561,1.279,19.011,4.721,0.3282,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0099/boltz_results_FM001452_analog_0099/predictions/FM001452_analog_0099
FM001452_analog_0112,ok,CC(C)c1ccccc1COc1cccc(N)c1,0.8891,0.918,0.8112,0.8112,0.8112,0.8735,0.8735,0.674,4.717,5.326,0.5519,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0112/boltz_results_FM001452_analog_0112/predictions/FM001452_analog_0112
FM001452_analog_0058,ok,Nc1cc(OCc2ccccc2)cc(-c2ccncc2)c1,0.9033,0.9284,0.8849,0.8849,0.8849,0.8996,0.8996,1.051,11.252,4.949,0.4595,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0058/boltz_results_FM001452_analog_0058/predictions/FM001452_analog_0058
FM001452_analog_0084,ok,CC(C)c1ccc(N)cc1OCc1ccccc1,0.8882,0.9193,0.7698,0.7698,0.7698,0.8645,0.8645,1.146,13.993,4.854,0.4766,82.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0084/boltz_results_FM001452_analog_0084/predictions/FM001452_analog_0084
FM001452_analog_0195,ok,CCCc1c(N)cccc1OCc1ccccc1,0.8896,0.9116,0.7777,0.7777,0.7777,0.8672,0.8672,1.281,19.077,4.719,0.4529,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0195/boltz_results_FM001452_analog_0195/predictions/FM001452_analog_0195
FM001452_analog_0103,ok,CN(C)Cc1ccccc1COc1cccc(N)c1,0.9069,0.9003,0.7737,0.7737,0.7737,0.8802,0.8802,1.116,13.051,4.884,0.2293,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0103/boltz_results_FM001452_analog_0103/predictions/FM001452_analog_0103
FM001452_analog_0114,ok,CN(C)c1ccccc1COc1cccc(N)c1,0.8943,0.917,0.7468,0.7468,0.7468,0.8648,0.8648,0.783,6.069,5.217,0.2495,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0114/boltz_results_FM001452_analog_0114/predictions/FM001452_analog_0114
FM001452_analog_0172,ok,Nc1cccc(OCc2ccc(-c3ccccn3)cc2)c1,0.8772,0.9067,0.7253,0.7253,0.7253,0.8468,0.8468,1.068,11.683,4.932,0.5259,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0172/boltz_results_FM001452_analog_0172/predictions/FM001452_analog_0172
FM001452_analog_0151,ok,CN1CCC(c2cccc(COc3cccc(N)c3)c2)CC1,0.8782,0.902,0.7199,0.7199,0.7199,0.8465,0.8465,0.819,6.592,5.181,0.2461,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0151/boltz_results_FM001452_analog_0151/predictions/FM001452_analog_0151
FM001452_analog_0116,ok,Nc1cccc(OCc2ccccc2-c2ccccn2)c1,0.8864,0.9238,0.7552,0.7552,0.7552,0.8601,0.8601,1.224,16.767,4.776,0.2991,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0116/boltz_results_FM001452_analog_0116/predictions/FM001452_analog_0116
FM001452_analog_0149,ok,Nc1cccc(OCc2cccc(C3CCNCC3)c2)c1,0.9062,0.889,0.7015,0.7015,0.7015,0.8653,0.8653,0.962,9.166,5.038,0.4179,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0149/boltz_results_FM001452_analog_0149/predictions/FM001452_analog_0149
FM001452_analog_0120,ok,Nc1cccc(OCc2ccccc2C2CCNCC2)c1,0.9329,0.9239,0.8778,0.8778,0.8778,0.9219,0.9219,1.003,10.072,4.997,0.2706,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0120/boltz_results_FM001452_analog_0120/predictions/FM001452_analog_0120
FM001452_analog_0179,ok,Nc1cccc(OCc2ccccc2)c1F,0.9073,0.9266,0.7547,0.7547,0.7547,0.8768,0.8768,1.325,21.144,4.675,0.3476,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0179/boltz_results_FM001452_analog_0179/predictions/FM001452_analog_0179
FM001452_analog_0180,ok,Nc1cccc(OCc2ccccc2)c1Cl,0.9069,0.9194,0.7702,0.7702,0.7702,0.8795,0.8795,1.211,16.255,4.789,0.3685,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0180/boltz_results_FM001452_analog_0180/predictions/FM001452_analog_0180
FM001452_analog_0181,ok,Nc1cccc(OCc2ccccc2)c1C(=O)O,0.8892,0.9139,0.8517,0.8517,0.8517,0.8817,0.8817,1.45,28.184,4.55,0.5562,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0181/boltz_results_FM001452_analog_0181/predictions/FM001452_analog_0181
FM001452_analog_0157,ok,Nc1cccc(OCc2ccc(C(F)(F)F)cc2)c1,0.8966,0.9265,0.8145,0.8145,0.8145,0.8802,0.8802,1.277,18.904,4.723,0.4799,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0157/boltz_results_FM001452_analog_0157/predictions/FM001452_analog_0157
FM001452_analog_0097,ok,COc1ccccc1COc1cccc(N)c1,0.8943,0.9131,0.7005,0.7005,0.7005,0.8555,0.8555,1.105,12.743,4.895,0.3695,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0097/boltz_results_FM001452_analog_0097/predictions/FM001452_analog_0097
FM001452_analog_0046,ok,CN(C)Cc1cc(N)cc(OCc2ccccc2)c1,0.8784,0.9101,0.7398,0.7398,0.7398,0.8507,0.8507,1.526,33.581,4.474,0.2378,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0046/boltz_results_FM001452_analog_0046/predictions/FM001452_analog_0046
FM001452_analog_0082,ok,CCc1ccc(N)cc1OCc1ccccc1,0.8963,0.9085,0.7437,0.7437,0.7437,0.8658,0.8658,1.437,27.341,4.563,0.4601,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0082/boltz_results_FM001452_analog_0082/predictions/FM001452_analog_0082
FM001452_analog_0196,ok,CC(C)c1c(N)cccc1OCc1ccccc1,0.8953,0.9137,0.7997,0.7997,0.7997,0.8762,0.8762,1.225,16.776,4.775,0.5531,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0196/boltz_results_FM001452_analog_0196/predictions/FM001452_analog_0196
FM001452_analog_0198,ok,CN(C)c1c(N)cccc1OCc1ccccc1,0.8916,0.9224,0.7989,0.8355,0.7989,0.873,0.873,1.215,16.416,4.785,0.2922,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0198/boltz_results_FM001452_analog_0198/predictions/FM001452_analog_0198
FM001452_analog_0108,ok,Nc1cccc(OCc2ccccc2OCCO)c1,0.8894,0.921,0.8271,0.8271,0.8271,0.877,0.877,1.03,10.719,4.97,0.3263,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0108/boltz_results_FM001452_analog_0108/predictions/FM001452_analog_0108
FM001452_analog_0049,ok,CNC(=O)c1cc(N)cc(OCc2ccccc2)c1,0.8906,0.9202,0.7474,0.7474,0.7474,0.862,0.862,1.058,11.43,4.942,0.3583,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0049/boltz_results_FM001452_analog_0049/predictions/FM001452_analog_0049
FM001452_analog_0146,ok,Nc1cccc(OCc2cccc(-c3ccoc3)c2)c1,0.8855,0.9073,0.7602,0.7602,0.7602,0.8604,0.8604,1.262,18.28,4.738,0.5172,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0146/boltz_results_FM001452_analog_0146/predictions/FM001452_analog_0146
FM001452_analog_0148,ok,Nc1cccc(OCc2cccc(C3CCCCC3)c2)c1,0.872,0.9108,0.7402,0.7402,0.7402,0.8456,0.8456,1.207,16.098,4.793,0.5928,82.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0148/boltz_results_FM001452_analog_0148/predictions/FM001452_analog_0148
FM001452_analog_0100,ok,CS(=O)(=O)c1ccccc1COc1cccc(N)c1,0.8876,0.9145,0.751,0.754,0.751,0.8603,0.8603,0.802,6.333,5.198,0.3412,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0100/boltz_results_FM001452_analog_0100/predictions/FM001452_analog_0100
FM001452_analog_0176,ok,Nc1cccc(OCc2ccc(C3CCNCC3)cc2)c1,0.9022,0.8966,0.6698,0.6698,0.6698,0.8558,0.8558,1.033,10.801,4.967,0.5305,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0176/boltz_results_FM001452_analog_0176/predictions/FM001452_analog_0176
FM001452_analog_0042,ok,Nc1cc(OCc2ccccc2)cc(C(F)(F)F)c1,0.8954,0.9293,0.8272,0.8272,0.8272,0.8817,0.8817,1.286,19.339,4.714,0.5192,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0042/boltz_results_FM001452_analog_0042/predictions/FM001452_analog_0042
FM001452_analog_0050,ok,N#Cc1cc(N)cc(OCc2ccccc2)c1,0.9038,0.9236,0.7572,0.7572,0.7572,0.8745,0.8745,0.82,6.601,5.18,0.4293,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0050/boltz_results_FM001452_analog_0050/predictions/FM001452_analog_0050
FM001452_analog_0055,ok,CC(C)c1cc(N)cc(OCc2ccccc2)c1,0.8907,0.923,0.7593,0.7593,0.7593,0.8644,0.8644,1.149,14.086,4.851,0.514,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0055/boltz_results_FM001452_analog_0055/predictions/FM001452_analog_0055
FM001452_analog_0057,ok,CN(C)c1cc(N)cc(OCc2ccccc2)c1,0.892,0.911,0.746,0.746,0.746,0.8628,0.8628,0.803,6.358,5.197,0.4392,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0057/boltz_results_FM001452_analog_0057/predictions/FM001452_analog_0057
FM001452_analog_0194,ok,CCc1c(N)cccc1OCc1ccccc1,0.8919,0.929,0.8192,0.8192,0.8192,0.8773,0.8773,1.364,23.126,4.636,0.4079,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0194/boltz_results_FM001452_analog_0194/predictions/FM001452_analog_0194
FM001452_analog_0096,ok,Nc1cccc(OCc2ccccc2C(=O)O)c1,0.8828,0.9219,0.8205,0.8205,0.8205,0.8704,0.8704,1.461,28.892,4.539,0.4063,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0096/boltz_results_FM001452_analog_0096/predictions/FM001452_analog_0096
FM001452_analog_0145,ok,Nc1cccc(OCc2cccc(-c3ccccn3)c2)c1,0.8793,0.9222,0.7414,0.7414,0.7414,0.8517,0.8517,0.766,5.834,5.234,0.5428,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0145/boltz_results_FM001452_analog_0145/predictions/FM001452_analog_0145
FM001452_analog_0072,ok,CS(=O)(=O)c1ccc(N)cc1OCc1ccccc1,0.8987,0.9147,0.7271,0.739,0.7271,0.8644,0.8644,0.735,5.431,5.265,0.4133,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0072/boltz_results_FM001452_analog_0072/predictions/FM001452_analog_0072
FM001452_analog_0115,ok,Nc1cccc(OCc2ccccc2-c2ccncc2)c1,0.8798,0.9172,0.7505,0.7505,0.7505,0.8539,0.8539,1.485,30.567,4.515,0.3217,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0115/boltz_results_FM001452_analog_0115/predictions/FM001452_analog_0115
FM001452_analog_0094,ok,Nc1cccc(OCc2ccccc2F)c1,0.9004,0.9179,0.7392,0.7392,0.7392,0.8682,0.8682,1.478,30.087,4.522,0.2985,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0094/boltz_results_FM001452_analog_0094/predictions/FM001452_analog_0094
